1.199999999999999956e-01	2.967058999999999891e+00
1.249780000000000058e-01	2.948573000000000111e+00
1.305999999999999939e-01	2.888484000000000052e+00
1.367059999999999942e-01	2.793925999999999910e+00
1.431360000000000132e-01	2.672034000000000020e+00
1.497320000000000040e-01	2.529940999999999995e+00
1.563350000000000017e-01	2.374779999999999891e+00
1.627850000000000130e-01	2.213686000000000043e+00
1.689219999999999888e-01	2.053790999999999922e+00
1.745889999999999942e-01	1.902228999999999948e+00
1.796250000000000069e-01	1.766135000000000010e+00
1.839349999999999874e-01	1.652219000000000104e+00
1.877439999999999942e-01	1.565044000000000102e+00
1.913779999999999926e-01	1.508485999999999994e+00
1.951660000000000061e-01	1.486420999999999992e+00
1.994340000000000002e-01	1.502728000000000064e+00
2.044499999999999929e-01	1.559827000000000075e+00
2.101250000000000062e-01	1.651750999999999969e+00
2.162479999999999958e-01	1.769524000000000097e+00
2.226049999999999973e-01	1.904169999999999918e+00
2.289819999999999911e-01	2.046710000000000029e+00
2.351930000000000132e-01	2.189532999999999952e+00
2.412249999999999950e-01	2.333957999999999977e+00
2.471349999999999936e-01	2.484900999999999804e+00
2.529799999999999827e-01	2.647285000000000110e+00
2.588170000000000193e-01	2.826032999999999795e+00
2.646970000000000156e-01	3.023093999999999948e+00
2.706259999999999777e-01	3.218283000000000005e+00
2.765880000000000005e-01	3.381442999999999977e+00
2.825679999999999858e-01	3.482365000000000155e+00
2.885510000000000019e-01	3.490841999999999778e+00
2.945229999999999793e-01	3.383115999999999790e+00
3.004809999999999981e-01	3.190172000000000008e+00
3.064310000000000089e-01	2.970600000000000129e+00
3.123750000000000138e-01	2.783199999999999896e+00
3.183190000000000186e-01	2.686774999999999913e+00
3.242650000000000254e-01	2.732566999999999968e+00
3.302149999999999808e-01	2.898298000000000041e+00
3.361680000000000224e-01	3.120289000000000090e+00
3.421210000000000084e-01	3.334395000000000220e+00
3.480759999999999965e-01	3.476471000000000089e+00
3.540289999999999826e-01	3.488715000000000011e+00
3.599809999999999954e-01	3.384386999999999812e+00
3.659330000000000083e-01	3.221376999999999935e+00
3.718839999999999923e-01	3.058266000000000151e+00
3.778360000000000052e-01	2.953632999999999953e+00
3.837869999999999893e-01	2.961450000000000138e+00
3.897390000000000021e-01	3.075743000000000116e+00
3.956910000000000149e-01	3.248625000000000096e+00
4.016429999999999723e-01	3.431341999999999892e+00
4.075949999999999851e-01	3.575146999999999853e+00
4.135469999999999979e-01	3.634043999999999830e+00
